endTime,artistName,trackName,msPlayed
2024-01-19 15:06,Tranquil Oasis,Desert Sunset,149707
2024-01-19 15:08,Dance Of Centuries,Neon White,139072
2024-01-19 15:11,Niveous,summer silence,175776
2024-01-19 15:14,Hugar,Atlavík,155733
2024-01-19 15:16,Humasnó,Pyramids,121764
2024-01-19 15:18,Golden Horses,line up,145186
2024-01-19 15:22,The Purple Stripe,Look At The Stars,216315
2024-01-19 15:24,The Aiko,Junifer,136764
2024-01-19 15:25,Tiger Throws,Infra,89237
2024-01-19 15:26,Volture,Make It Up 2 You,38339
2024-01-19 15:28,Mqx,Better Now (Sped Up Edit),136124
2024-01-19 15:32,Neolux,In My Dreams,247785
2024-01-19 15:44,Hunta,Losing It,80591
2024-01-19 18:29,Hunta,Losing It,6030
2024-01-19 18:29,Knock2,One Chance,6748
2024-01-19 18:29,XÆNN,Let Me Purge,303
2024-01-19 18:34,OGUZ,GOLDEN SZN,300907
2024-01-19 18:37,Will Sparks,LSD,192000
2024-01-19 18:47,Will Sparks,Blow Your Mind,23710
2024-01-19 22:44,Will Sparks,Blow Your Mind,9356
2024-01-20 17:56,Will Sparks,Blow Your Mind,91654
2024-01-20 18:01,OGUZ,GOLDEN SZN,281484
2024-01-20 18:05,HI-LO,Mercury,225346
2024-01-20 18:06,Roentgen Limiter,Achtung!,20550
2024-01-20 18:06,Reinier Zonneveld,Samsara,74859
2024-01-20 18:09,Rebelion,DAS IST KEIN TECHNO,151890
2024-01-20 18:11,MAYTHOR,MAKE MONEY,142500
2024-01-20 18:13,OBLVN,Unshakeable,137085
2024-01-20 18:16,Hard Destiny,Underground,143531
2024-01-20 18:27,Collusion,AIN'T NOBODY,97162
2024-01-20 18:38,Collusion,AIN'T NOBODY,114389
2024-01-20 18:43,Dual Damage,Blades,182000
2024-01-20 18:45,Vertile,Still Happy,175161
2024-01-20 18:48,Anderex,MIND CONTROL,142168
2024-01-22 10:07,Anderex,MIND CONTROL,3237
2024-01-22 10:11,Circo,Parasomnia,228101
2024-01-22 10:14,PET3RPUNX,Somebody's Watching Me - HYPERTECHNO,142500
2024-01-22 10:20,GRAVEDGR,LIKE A SLUT,192000
2024-01-22 10:31,Luca Lush,CHAMBER OF TECHNO (Harry Potter),42419
2024-01-22 11:16,Luca Lush,CHAMBER OF TECHNO (Harry Potter),4090
2024-01-22 11:22,Joann,The Ladies Gon Feel Me - Original Mix,368289
2024-01-22 11:25,Mendler,Dancing SU RMX,162706
2024-01-22 11:26,RAYZEN,Paris,44530
2024-01-22 11:28,KRSTF,Jericho,143737
2024-01-22 11:29,Whippa,Black Widow (HARDSTYLE),7230
2024-01-22 11:29,blckr thn blck,you high baby?,40070
2024-01-22 11:29,M4ZE PUSHER,Virus,9680
2024-01-22 11:29,Krysis,Open the Gates,8310
2024-01-22 11:30,MILLIE MILLS,Requiem Dies Irae,7790
2024-01-22 11:30,Undefiant,Olympus,9520
2024-01-22 11:30,dutch dj project,Boomstick,6500
2024-01-22 11:30,Schusterjunge,I Need To Know,8090
2024-01-22 11:30,DJ Rob,Boys Interface - Dark Headz Refix,8930
2024-01-22 11:30,TEKNODYN,E.T. - TECHNO,5240
2024-01-22 11:30,Vandal,Mama Africa,6270
2024-01-22 11:31,Mike Enemy,Do You Lift?,8380
2024-01-22 11:32,HYPERZ,Your Love - Hypertechno,3330
2024-01-22 11:32,Dvrk Oktopus,This Is Uptempo,86830
2024-01-22 11:32,Fraw,Devil - So Juice Remix,3400
2024-01-22 11:32,TRiPLESiXXX,VOLL DRAUF,3400
2024-01-22 12:06,Nico Moreno,T'as Cru Quoi,3610
2024-01-22 12:10,Tame Impala,The Less I Know The Better,216320
2024-01-22 12:14,Tame Impala,Borderline,237800
2024-01-22 12:22,Tame Impala,Let It Happen,467586
2024-01-22 12:28,Tame Impala,"New Person, Same Old Mistakes",363240
2024-01-22 12:33,Tame Impala,Eventually,318591
2024-01-22 12:36,Tame Impala,Elephant,211226
2024-01-22 12:40,Tame Impala,Feels Like We Only Go Backwards,192960
2024-01-22 12:44,Tame Impala,Is It True,239266
2024-01-22 12:45,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),66315
2024-01-22 12:48,Natte Visstick,FISHSTICK BASS,5461
2024-01-22 12:48,Natte Visstick,FISHSTICK BASS,120079
2024-01-22 12:50,The Partysquad,Niet Naar Huis,110082
2024-01-22 12:52,The Partysquad,Niet Naar Huis,105251
2024-01-22 12:55,Parsa,BEUKEN IN DE KEUKEN,157224
2024-01-22 12:57,Parsa,BEUKEN IN DE KEUKEN,157224
2024-01-22 12:57,Parsa,BEUKEN IN DE KEUKEN,9340
2024-01-22 13:00,Natte Visstick,IK TRIP 'M,187091
2024-01-22 13:02,Tic-Tekk-Toe,Mine,93264
2024-01-22 13:04,Sickmode,Klaplongen,145507
2024-01-22 13:07,TEKKNO,addicted to you tekkno,132000
2024-01-22 13:08,SWORRA,ABSOLUT VODKA,62511
2024-01-22 13:09,NeuroBeatz,Citizen Arrest - Dutch Hour Remix,56607
2024-01-22 13:10,Dutch Hour,Flying Whale - NeuroBeatz Remix,80039
2024-01-22 13:11,Tic-Tekk-Toe,Ride Clean,78236
2024-01-22 13:15,Sickmode,CLUB BANGER,216000
2024-01-22 13:16,TEKKNO,voules vouz tekkno (sped up),103216
2024-01-22 13:17,SWORRA,VODKA,60160
2024-01-22 13:20,DIKKE BAAP,IK TRIP 'M - Dimitri K Remix,141615
2024-01-22 13:21,Dutch Hour,Scintilla - NeuroBeatz Remix,82004
2024-01-22 13:24,Karashnikov,Lets go,174811
2024-01-22 13:25,Sickmode,GO STUPID,60909
2024-01-22 13:25,TEKKNO,say it right tekkno,13653
2024-01-22 13:28,Curbi,Kill The Lights,142960
2024-01-22 13:31,Curbi,Kill The Lights,200451
2024-01-22 13:34,Curbi,Kill The Lights,200451
2024-01-22 13:38,Curbi,Kill The Lights,200451
2024-01-22 13:41,Curbi,Kill The Lights,200451
2024-01-22 13:44,Curbi,Kill The Lights,200451
2024-01-22 13:45,Curbi,Kill The Lights,60555
2024-01-22 13:48,MAYTHOR,MAKE MONEY,142500
2024-01-22 13:50,OBLVN,Unshakeable,137085
2024-01-22 13:52,Hard Destiny,Underground,143531
2024-01-22 13:56,Collusion,AIN'T NOBODY,211525
2024-01-22 13:59,Dual Damage,Blades,182000
2024-01-22 14:02,Vertile,Still Happy,175161
2024-01-22 14:05,Anderex,MIND CONTROL,162000
2024-01-22 14:08,TOZA,DANCE WITH ME,161261
2024-01-22 14:10,So Juice,Nowadays Music - Dual Damage Remix,148500
2024-01-22 14:13,Sparkz,Diamond Eyes,159000
2024-01-22 14:16,Suspect,Ultimate Reality,179250
2024-01-22 14:19,Fraw,FIRE & ICE,209066
2024-01-22 14:24,Cryex,APEX - The Brotherhood,277088
2024-01-22 14:27,Showtek,Legends,216152
2024-01-22 14:31,Aftershock,Give Thanks,235360
2024-01-22 14:35,Sickmode,RAVE LOVE,219187
2024-01-22 14:36,Sickmode,MAKE IT RAVE - RAVE LOVE LIVE EDIT,82500
2024-01-22 14:38,Sickmode,RAVE DAMAGE - RAVE LOVE LIVE EDIT,102000
2024-01-22 14:41,Mish,YOU AND I - RAVE LOVE LIVE EDIT,171000
2024-01-22 14:42,Mish,BURNING THE DANCEFLOOR - RAVE LOVE LIVE EDIT,106500
2024-01-22 14:45,Sickmode,ONE AND ONLY - RAVE LOVE LIVE EDIT,147000
2024-01-22 14:47,Sickmode,HATE OR LOVE IT,147487
2024-01-22 14:48,Twisted Maniacs,I Am Darkness,17425
2024-01-22 14:49,Manu Chao,Me Gustas Tu,54241
2024-01-22 14:49,Käärijä,It's Crazy It's Party (feat. Tommy Cash),7839
2024-01-22 14:49,100 gecs,xXXi_wud_nvrstøp_ÜXXx (Remix) [feat. Tommy Cash & Hannah Diamond],22850
2024-01-22 14:53,OGUZ,GOLDEN SZN,257774
2024-01-22 14:58,GRAVEDGR,So Alive (VIP),253161
2024-01-22 15:00,Vieze Asbak,FC Horsepower,153136
2024-01-22 15:06,Vieze Asbak,FC Horsepower,116690
2024-01-22 15:11,OGUZ,DISTORTED,276267
2024-01-22 15:15,OGUZ,PLATINUM SZN,268820
2024-01-22 15:17,OGUZ,I AM NOT A WHORE,83190
2024-01-22 15:21,OGUZ,TOKYO SZN,258321
2024-01-22 15:26,OGUZ,Golden Boy,294418
2024-01-22 15:28,OGUZ,SUMMER ANTHEM,126315
2024-01-22 15:31,Never Surrender,Schijt Aan!,177135
2024-01-22 15:34,Never Surrender,Schijt Aan!,194400
2024-01-22 15:36,Never Surrender,Schijt Aan!,104176
2024-01-22 15:39,Cryex,Faded - Vexxed Remix,211522
2024-01-22 15:48,Cryex,Faded - Vexxed Remix,119877
2024-01-22 15:51,Aftershock,Take Me Away,208383
2024-01-22 15:54,Sub Zero Project,Refuse To Speak,204142
2024-01-22 15:58,Andrew Liogas,Never Let You Go,760
2024-01-22 15:58,Andrew Liogas,Never Let You Go,5280
2024-01-22 15:58,Andrew Liogas,Never Let You Go,6193
2024-01-22 15:58,Sound Rush,Daughters,218334
2024-01-22 15:59,Andrew Liogas,Never Let You Go,2520
2024-01-22 15:59,Sound Rush,Daughters,13220
2024-01-22 16:02,Andrew Liogas,Never Let You Go,174586
2024-01-22 16:03,hariqot,sinphonia,107000
2024-01-22 16:06,Mumford & Sons,Good People,186125
2024-01-22 16:11,Lucky Chops,Next To You (Clarinets Version),287000
2024-01-22 16:12,megaanMG,Summer Of Story,68826
2024-01-22 16:15,Warface,Rave From The Grave,177016
2024-01-22 16:19,Cryex,Faded - Vexxed Remix,211522
2024-01-22 16:23,Tinlicker,Nothing To Lose (feat. Circa Waves),258284
2024-01-22 16:23,Warface,Rave From The Grave,11160
2024-01-22 16:23,Natte Visstick,FISHSTICK BASS,11299
2024-01-22 17:45,Aversion,XTINCTION,7857
2024-01-22 17:49,FineArt,With U,243012
2024-01-22 17:53,Valentino Khan,Lick It,215040
2024-01-22 18:16,Haus of Panda,Like This,206896
2024-01-22 18:19,Ricky West,AirForce,226893
2024-01-22 18:47,Portugal Sunset,Too Close To The Sun,6830
2024-01-22 18:47,Aversion,XTINCTION,39190
2024-01-22 18:47,Cajama,Alone,150397
2024-01-22 18:47,The HU,"Sugaan Essena - Original Music from ""Star Wars Jedi: Fallen Order""",9420
2024-01-22 18:47,Daniel Allan,I Just Need (with Lyrah),8970
2024-01-22 18:56,Chef'Special,Speed Of Light,187832
2024-01-22 18:59,Imagine Dragons,Children of the Sky (a Starfield song),207611
2024-01-22 19:02,Marcapasos,Cosby Sweater,155639
2024-01-22 19:05,BoyWithUke,Migraine,206560
2024-01-22 19:07,Arden Jones,young dumb,122448
2024-01-22 19:10,Dylan,Liar Liar (Feat. Bastille),174632
2024-01-22 19:13,BoyWithUke,Trauma,163253
2024-01-22 19:15,Naked Cameo,Trespassing By,146872
2024-01-22 19:18,BoyWithUke,Out Of Reach,164509
2024-01-22 19:21,BoyWithUke,Rockstar,193520
2024-01-22 19:24,Milky Chance,Living In A Haze,173369
2024-01-22 19:27,BoyWithUke,Toxic,168066
2024-01-22 19:30,BoyWithUke,Two Moons,224747
2024-01-22 19:33,Naked Cameo,Quick Bliss,181854
2024-01-22 19:38,Imagine Dragons,Love Of Mine - Night Visions Demo,249995
2024-01-22 19:40,Bastille,survivin',173214
2024-01-22 19:44,Bastille,Shut Off The Lights,187363
2024-01-22 19:48,Imagine Dragons,They Don't Know You Like I Do,257875
2024-01-22 19:52,Imagine Dragons,Continual (feat. Cory Henry),229507
2024-01-22 19:55,Imagine Dragons,I Wish,207300
2024-01-22 19:58,Imagine Dragons,Younger,191936
2024-01-22 20:02,Imagine Dragons,Tied,241806
2024-01-22 20:21,Imagine Dragons,Sirens,112226
2024-01-23 13:23,Daniel Allan,I Just Need (with Lyrah),146165
2024-01-23 13:26,Rankka,You Better Run,194285
2024-01-23 13:30,Curbi,Stereo Function,206904
2024-01-23 14:16,Just Listen,Give It to Me,2280
2024-01-23 14:16,Mr. Belt & Wezol,Way It Is,137315
2024-01-23 14:19,Vibe Chemistry,Loca - Document One Remix,230000
2024-01-23 14:22,Cajama,Take a Ride,162461
2024-01-23 14:25,Curbi,Flying,184836
2024-01-23 15:05,SOTA,Realise,195862
2024-01-23 15:08,Lost Frequencies,The Feeling - Lost Frequencies & Andromedik Deluxe Mix,194831
2024-01-23 15:11,Chase & Status,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",177291
2024-01-23 15:13,Synergy,All Makes Sense,76567
2024-01-23 15:17,BLVCK CROWZ,Wonderwall,244155
2024-01-23 15:21,Friction,Set Me Free,223526
2024-01-23 15:23,Turno,Rave Out,148155
2024-01-23 15:27,Wa-Fu,Bad Habits,213715
2024-01-23 15:30,NO SIGNE,Hazy,186666
2024-01-23 15:33,Fox Stevenson,Still Here,194476
2024-01-23 15:37,JOYRYDE,I WARE HOUSE,266880
2024-01-23 15:41,Millbrook,Choices (feat. Nova Sky),192503
2024-01-23 15:41,Freaks & Geeks,Elemental,5570
2024-01-23 15:41,Subsonic,Last Time,1740
2024-01-23 15:44,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,201541
2024-01-23 15:48,Hardcore Thomsy,Its Old(School),218060
2024-01-23 15:52,The Prophet,Big Boys Don't Cry - Original Mix,233370
2024-01-23 15:53,Playboyz,R.A.V.E.,99927
2024-01-23 15:55,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,72053
2024-01-23 15:58,Hardcore Thomsy,Its Old(School),218060
2024-01-23 16:02,The Prophet,Big Boys Don't Cry - Original Mix,233370
2024-01-23 16:05,Playboyz,R.A.V.E.,160812
2024-01-23 16:10,Bodylotion,Always Hardcore - Extended radio mix,313190
2024-01-23 16:14,Dj Thera,Part E Time - Radio Edit,253666
2024-01-23 16:18,Narfos,Beatmaker,252003
2024-01-23 16:21,Clockartz,Warhorn,123870
2024-01-23 16:24,Party Animals,We Like To Party - Flamman & Abraxas Radio Mix,189000
2024-01-23 16:28,Scot Brown,Feel The Music,242142
2024-01-23 16:32,Tokyo Ghetto Pussy,I Kiss Your Lips - Radio Edit,231666
2024-01-23 16:35,Critical Mass,Happy Generation - Radio Edit,230960
2024-01-23 16:39,Dj Thera,Cranking up the Tempo,219285
2024-01-23 16:50,The Nasty Boyz,We Are Still Awake - Original Nasty Boyz Mix,47216
2024-01-23 16:56,The Nasty Boyz,We Are Still Awake - Original Nasty Boyz Mix,18320
2024-01-23 16:59,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,201541
2024-01-23 17:03,Hardcore Thomsy,Its Old(School),218060
2024-01-23 17:07,The Prophet,Big Boys Don't Cry - Original Mix,233370
2024-01-23 17:09,Playboyz,R.A.V.E.,160812
2024-01-23 17:20,Bodylotion,Always Hardcore - Extended radio mix,32374
2024-01-23 20:04,Bodylotion,Always Hardcore - Extended radio mix,280832
2024-01-23 20:06,Playboyz,R.A.V.E.,114713
2024-01-23 21:07,Playboyz,R.A.V.E.,45963
2024-01-23 21:11,The Prophet,Big Boys Don't Cry - Original Mix,233370
2024-01-23 21:15,Hardcore Thomsy,Its Old(School),218060
2024-01-23 21:18,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,192028
2024-01-24 06:40,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,6750
2024-01-24 06:40,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,83
2024-01-24 06:40,Paul Elstak,Rainbow In The Sky - Radio Edit,3414
2024-01-24 06:44,Hardcore Thomsy,Its Old(School),218060
2024-01-24 06:48,The Prophet,Big Boys Don't Cry - Original Mix,233370
2024-01-24 06:50,Playboyz,R.A.V.E.,160812
2024-01-24 06:55,Bodylotion,Always Hardcore - Extended radio mix,313190
2024-01-24 07:00,Dj Thera,Part E Time - Radio Edit,253666
2024-01-24 07:04,Narfos,Beatmaker,252003
2024-01-24 07:06,Clockartz,Warhorn,123870
2024-01-24 07:14,Party Animals,We Like To Party - Flamman & Abraxas Radio Mix,189000
2024-01-24 07:18,Scot Brown,Feel The Music,242142
2024-01-24 07:22,Tokyo Ghetto Pussy,I Kiss Your Lips - Radio Edit,231666
2024-01-24 07:25,Critical Mass,Happy Generation - Radio Edit,230960
2024-01-24 07:29,Dj Thera,Cranking up the Tempo,219285
2024-01-24 07:42,The Nasty Boyz,We Are Still Awake - Original Nasty Boyz Mix,14788
2024-01-24 07:42,The Nasty Boyz,We Are Still Awake - Original Nasty Boyz Mix,176289
2024-01-24 07:45,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,201541
2024-01-24 07:49,Hardcore Thomsy,Its Old(School),218060
2024-01-24 07:53,The Prophet,Big Boys Don't Cry - Original Mix,233370
2024-01-24 07:55,Playboyz,R.A.V.E.,160812
2024-01-24 08:01,Bodylotion,Always Hardcore - Extended radio mix,313190
2024-01-24 08:05,Dj Thera,Part E Time - Radio Edit,253666
2024-01-24 08:09,Narfos,Beatmaker,241998
2024-01-24 08:11,Clockartz,Warhorn,123870
2024-01-24 08:14,Party Animals,We Like To Party - Flamman & Abraxas Radio Mix,189000
2024-01-24 08:18,Scot Brown,Feel The Music,242142
2024-01-24 08:22,Tokyo Ghetto Pussy,I Kiss Your Lips - Radio Edit,231666
2024-01-24 08:26,Critical Mass,Happy Generation - Radio Edit,230960
2024-01-24 08:29,Dj Thera,Cranking up the Tempo,219285
2024-01-24 08:36,The Nasty Boyz,We Are Still Awake - Original Nasty Boyz Mix,406790
2024-01-24 08:39,Party Animals,This Moment - Flamman & Abraxas Radio Mix,179920
2024-01-24 08:42,Hakkuhbar,Super Gabber (Radio Mix),180613
2024-01-24 08:46,Nakatomi,Sing,242933
2024-01-24 08:50,Captain Hollywood Project,Flying High - Radio Mix,226933
2024-01-24 08:54,Paul Elstak,Don't Leave Me Alone,237354
2024-01-24 08:59,Charly Lownoise,Wonderful Days,331572
2024-01-24 09:03,Dune,Hardcore Vibes,213240
2024-01-24 09:07,Nakatomi,Children Of The Night - Radio Edit,246106
2024-01-24 09:08,Paul Elstak,Life Is Like A Dance,73217
2024-01-24 09:12,Dune,Are You Ready to Fly - Radio Mix,213466
2024-01-24 09:23,4 Tune Fairytales,My Little Fantasy - Radio Edit,38373
2024-01-24 11:22,4 Tune Fairytales,My Little Fantasy - Radio Edit,181074
2024-01-24 11:23,Mark 'Oh,Tears Don't Lie - Long Version,41982
2024-01-24 11:27,Vibe Chemistry,Loca - Document One Remix,230000
2024-01-24 11:29,Cajama,Take a Ride,162461
2024-01-24 11:32,Curbi,Flying,184836
2024-01-24 11:36,SOTA,Realise,195862
2024-01-24 11:39,Lost Frequencies,The Feeling - Lost Frequencies & Andromedik Deluxe Mix,194831
2024-01-24 11:42,Chase & Status,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",177290
2024-01-24 11:46,Synergy,All Makes Sense,248286
2024-01-24 11:49,BLVCK CROWZ,Wonderwall,207536
2024-01-24 11:53,Friction,Set Me Free,223526
2024-01-24 11:55,Turno,Rave Out,148155
2024-01-24 11:59,Wa-Fu,Bad Habits,213715
2024-01-24 12:02,NO SIGNE,Hazy,186666
2024-01-24 12:10,Fox Stevenson,Still Here,31304
2024-01-24 12:13,Warface,Rave From The Grave,177016
2024-01-24 12:17,Sound Rush,Daughters,218334
2024-01-24 12:20,Sub Zero Project,Refuse To Speak,213713
2024-01-24 12:24,Aftershock,Take Me Away,208383
2024-01-24 12:27,Cryex,Faded - Vexxed Remix,211522
2024-01-24 12:31,Never Surrender,Schijt Aan!,194400
2024-01-24 12:33,MAYTHOR,MAKE MONEY,142500
2024-01-24 12:35,OBLVN,Unshakeable,137085
2024-01-24 12:38,Hard Destiny,Underground,143531
2024-01-24 12:41,Collusion,AIN'T NOBODY,211525
2024-01-24 12:44,Dual Damage,Blades,182000
2024-01-24 12:47,Vertile,Still Happy,175161
2024-01-24 12:50,Anderex,MIND CONTROL,162000
2024-01-24 12:52,TOZA,DANCE WITH ME,161261
2024-01-24 12:55,So Juice,Nowadays Music - Dual Damage Remix,148500
2024-01-24 12:57,Sparkz,Diamond Eyes,159000
2024-01-24 13:00,Suspect,Ultimate Reality,179250
2024-01-24 13:04,Fraw,FIRE & ICE,209066
2024-01-24 13:08,Cryex,APEX - The Brotherhood,277088
2024-01-24 13:12,Showtek,Legends,216152
2024-01-24 13:16,Aftershock,Give Thanks,235360
2024-01-24 13:20,Sickmode,RAVE LOVE,219187
2024-01-24 13:21,Sickmode,MAKE IT RAVE - RAVE LOVE LIVE EDIT,82500
2024-01-24 13:23,Sickmode,RAVE DAMAGE - RAVE LOVE LIVE EDIT,102000
2024-01-24 13:25,Mish,YOU AND I - RAVE LOVE LIVE EDIT,171000
2024-01-24 13:27,Mish,BURNING THE DANCEFLOOR - RAVE LOVE LIVE EDIT,106500
2024-01-24 13:30,Sickmode,ONE AND ONLY - RAVE LOVE LIVE EDIT,147000
2024-01-24 13:32,Sickmode,HATE OR LOVE IT,87873
2024-01-25 07:05,Justice,One Night/All Night,276066
2024-01-25 07:16,Justice,One Night/All Night,72973
2024-01-25 07:51,Justice,One Night/All Night,14300
2024-01-25 07:54,Chef'Special,Speed Of Light,187832
2024-01-25 07:57,Imagine Dragons,Children of the Sky (a Starfield song),207611
2024-01-25 08:00,Marcapasos,Cosby Sweater,155639
2024-01-25 08:03,BoyWithUke,Migraine,206560
2024-01-25 08:05,Arden Jones,young dumb,122448
2024-01-25 08:08,Dylan,Liar Liar (Feat. Bastille),174632
2024-01-25 08:11,BoyWithUke,Trauma,163253
2024-01-25 08:14,Naked Cameo,Trespassing By,146872
2024-01-25 08:16,BoyWithUke,Out Of Reach,164509
2024-01-25 08:19,BoyWithUke,Rockstar,193520
2024-01-25 08:22,Milky Chance,Living In A Haze,173369
2024-01-25 08:25,BoyWithUke,Toxic,168066
2024-01-25 08:28,Chef'Special,Afraid Of The Dark,188663
2024-01-25 08:32,The Score,Miracle,206400
2024-01-25 08:35,Bastille,Remind Me,182681
2024-01-25 08:39,The Score,Glory,10578
2024-01-25 08:39,Coldplay,A Sky Full of Stars,267866
2024-01-25 08:42,Imagine Dragons,Follow You,175643
2024-01-25 08:46,Coldplay,Flags,216493
2024-01-25 08:50,Barns Courtney,You And I - Acoustic,4516
2024-01-25 08:50,Bastille,Those Nights,270254
2024-01-25 08:54,Twenty One Pilots,Not Today,238040
2024-01-25 08:57,Imagine Dragons,Easy Come Easy Go,179872
2024-01-25 09:00,AJR,My Play,190263
2024-01-25 09:05,Bastille,Nocturnal Creatures,53343
2024-01-25 18:00,Tic-Tekk-Toe,Ride Clean,20492
2024-01-25 18:00,Bastille,Nocturnal Creatures,55454
2024-01-25 18:01,hornja,Can't Get Enough,38320
2024-01-25 18:02,hornja,Can't Get Enough,25141
2024-01-25 18:07,prodbyocx,Walking on a Dream,307200
2024-01-25 18:09,Lumina,Vois Sur Ton Chemin - Techno,174773
2024-01-25 18:12,AKUL,Body Moves,172941
2024-01-25 18:15,G&J,Molto Allegro,189000
2024-01-25 18:20,Azulo,False Reality,256111
2024-01-25 18:21,HCTM,Sudno (Hctm Techno Edit) - Remix,68571
2024-01-25 18:22,hornja,Can't Get Enough,91431
2024-01-25 18:23,prodbyocx,Walking on a Dream,31022
2024-01-25 18:30,TIME & GLUE,ACOR HT REWORK - S7ZAL Remix,409600
2024-01-25 18:30,Azulo,False Reality,6928
2024-01-25 18:34,Cajama,Take a Ride,6875
2024-01-25 18:34,OGUZ,GOLDEN SZN,226987
2024-01-25 18:37,Curbi,Flying,7041
2024-01-25 18:37,Lumina,Vois Sur Ton Chemin - Techno,174773
2024-01-25 18:40,Lost Frequencies,The Feeling - Lost Frequencies & Andromedik Deluxe Mix,194831
2024-01-25 18:42,Chase & Status,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",135652
2024-01-25 18:46,DJ Fresh,Gold Dust - Fox Stevenson Remix,233102
2024-01-25 18:49,SOTA,Realise,191272
2024-01-25 18:52,Daniel Allan,I Just Need (with Lyrah),146165
2024-01-25 18:53,Rankka,You Better Run,68176
2024-01-25 18:55,Sofi Tukker,Jacaré,156620
2024-01-25 18:59,Rootkit,Dreaming - Gibson Parker Remix,202118
2024-01-25 19:07,Armin van Buuren,Mask,478093
2024-01-25 19:07,Armin van Buuren,Mask,19377
2024-01-25 19:08,Alesso,Leave A Little Love (Mixed),81184
2024-01-25 19:09,Chicane,Saltwater (Mixed) - Sebastien Remix,35499
2024-01-25 19:11,Rub!k,Be Cool,118228
2024-01-25 19:20,YORK,Farewell To The Moon - PROFF Remix,75560
2024-01-25 20:19,Tommyknocker,Twisted world - The Viper Mashup mix - Traxtorm Legends Rebuild,167722
2024-01-25 20:22,Hardcore Thomsy,Its Old(School),218060
2024-01-25 20:26,The Prophet,Big Boys Don't Cry - Original Mix,233370
2024-01-25 20:29,Playboyz,R.A.V.E.,160812
2024-01-25 20:34,Bodylotion,Always Hardcore - Extended radio mix,313190
2024-01-25 20:38,Dj Thera,Part E Time - Radio Edit,97582
2024-01-26 07:30,Dj Thera,Part E Time - Radio Edit,156111
2024-01-26 07:34,Narfos,Beatmaker,252003
2024-01-26 07:36,Clockartz,Warhorn,123870
2024-01-26 07:48,Party Animals,We Like To Party - Flamman & Abraxas Radio Mix,31529
2024-01-26 07:49,Radical Redemption,Going To Court (Intro Storytelling Audio),62667
2024-01-26 07:53,Radical Redemption,No Retaliation,224516
2024-01-26 07:56,Radical Redemption,Can You Dance,171870
2024-01-26 07:59,Tiësto,Lay Low (Radical Redemption Remix),176258
2024-01-26 08:01,Radical Redemption,Suck This,145822
2024-01-26 08:07,Radical Redemption,No Normal Salvation,270846
2024-01-26 08:11,Radical Redemption,Codebreaker,121789
2024-01-26 08:14,Hardwell,Anybody Out There - Radical Redemption Remix,174967
2024-01-26 08:16,Radical Redemption,Searching The Skies (where are you now..),109500
2024-01-26 08:17,Radical Redemption,Going to the Psychologist (Storytelling Audio),78000
2024-01-26 08:21,Radical Redemption,Won't Bow Down,224516
2024-01-26 08:25,Radical Redemption,Brutal X,268000
2024-01-26 08:29,Radical Redemption,I’ll Never Kneel,224000
2024-01-26 08:31,Radical Redemption,Radical Audio Visual Experience (R.A.V.E),145222
2024-01-26 08:35,Radical Redemption,Not Bashing Socials,178378
2024-01-26 08:40,Radical Redemption,Still the One Man Army,241548
2024-01-26 08:44,Radical Redemption,Not My Problem Anymore,192000
2024-01-26 08:45,Radical Redemption,Going To An Interview (Outro Storytelling Audio),92495
2024-01-26 08:46,Radical Redemption,Going To Court (Intro Storytelling Audio),14210
2024-01-26 09:31,Lyrical Lemonade,Doomsday Pt. 2 (with Eminem),110520
2024-01-26 09:33,Dimitri Vegas & Like Mike,Explode,139126
2024-01-26 09:33,Inner Shadows,Collide,18019
2024-01-26 09:34,Steve Aoki,Prizm ft. Sweet Minxxx (Sound Rush Remix),16984
2024-01-26 09:37,Milky Chance,Reckless Child,174358
2024-01-26 09:40,Lil Texas,Work,158117
2024-01-26 09:42,Justice,One Night/All Night,142148
2024-01-26 09:45,Hard Driver,AM-PM (Gluttony),168151
2024-01-26 09:45,Angerfist,Overdosis,36080
2024-01-26 09:49,Mononote,Kepler 452B,244894
2024-01-26 09:51,Tic-Tekk-Toe,Feel Good Inc.,81362
2024-01-26 09:53,Alfons,Für Elise,128400
2024-01-26 09:56,Colin Hennerz,LET'S DO A SHOEY!,210003
2024-01-26 09:57,Jayron,Hyper Runner,29286
2024-01-26 09:59,Solveno,Symphony,121632
2024-01-26 10:03,Devin Wild,Dissolve My Mind,251082
2024-01-26 10:04,SWORRA,MONEY,84140
2024-01-26 10:07,Atmozfears,Emotion,180804
